กบในกะลา	กบ- ไน- กะ- ลา
กบในกะลาครอบ	กบ- ไน- กะ- ลา- คฺรอบ
กบไสไม้	กบ- ไส- ม้าย
กร	กอน
กรกฎ	กอ- ระ- กด
กรกฎา	กะ- ระ- กะ- ดา
กรกฎา	กะ- รัก- กะ- ดา
กรกฎาคม	กะ- ระ- กะ- ดา- คม
กรกฎาคม	กะ- รัก- กะ- ดา- คม
กรง	กฺรง
กรงขัง	กฺรง- ขัง
กรงเล็บ	กฺรง- เล็บ
กรณี	กะ- ระ- นี
กรณี	กอ- ระ- นี
กรณีพิพาท	กอ- ระ- นี- พิ- พาด
กรณีพิพาท	กะ- ระ- นี- พิ- พาด
กรด	กฺรด
กรดไขมัน	กฺรด- ไข- มัน
กรดไขมันอิ่มตัว	กฺรด- ไข- มัน- อิ่ม- ตัว
กรดไขมันไม่อิ่มตัว	กฺรด- ไข- มัน- ไม่- อิ่ม- ตัว
กรน	กฺรน
กรม	กฺรม
กรม	กฺรม- 
กรม	กฺรม- มะ- 
กรมธรรม	กฺรม- มะ- ทำ
กรมธรรม์	กฺรม- มะ- ทัน
กรรตุการก	กัด- ตุ- กา- รก
กรรตุการก	กัน- ตุ- กา- รก
กรรปุระ	กัน- ปุ- ระ
กรรม	กำ
กรรม	กำ- มะ- 
กรรมกร	กำ- มะ- กอน
กรรมการ	กำ- มะ- กาน
กรรมการก	กำ- มะ- กา- รก
กรรมตามสนอง	กำ- ตาม- สะ- หฺนอง
กรรมวาจก	กำ- มะ- วา- จก
กรรมสาร	กำ- มะ- สาน
กรรมาชีพ	กำ- มา- ชีบ
กรรมาชีพ	กัน- มา- ชีบ
กรรเชียง	กัน- เชียง
กรรโชก	กัน- โชก
กรรไกร	กัน- ไกฺร
กรรไกรตัดเล็บ	กัน- ไกฺร- ตัด- เล็บ
กรรไกรเล็ก	กัน- ไกฺร- เล็ก
กรวด	กฺรวด
กรวย	กฺรวย
กรอ	กฺรอ
กรอก	กฺรอก
กรอง	กฺรอง
กรอบ	กฺรอบ
กระ	กฺระ
กระจก	กฺระ- จก
กระจกตา	กฺระ- จก- ตา
กระจกนาฬิกา	กฺระ- จก- นา- ลิ- กา
กระจกเงา	กฺระ- จก- เงา
กระจง	กฺระ- จง
กระจอก	กฺระ- จอก
กระจอกเทศ	กฺระ- จอก- เทด
กระจับ	กฺระ- จับ
กระจับปี่	กฺระ- จับ- ปี่
กระจาด	กฺระ- จาด
กระจาย	กฺระ- จาย
กระจุก	กฺระ- จุก
กระจุกดาวลูกไก่	กฺระ- จุก ดาว ลูก- ไก่
กระชอน	กฺระ- ชอน
กระชาก	กฺระ- ชาก
กระชาย	กฺระ- ชาย
กระซิบ	กฺระ- ซิบ
กระซู่	กฺระ- ซู่
กระดอ	กฺระ- ดอ
กระดอง	กฺระ- ดอง
กระดังงา	กฺระ- ดัง- งา
กระดาน	กฺระ- ดาน
กระดาน	กฺร̄ะ- ดาน
กระดานชนวน	กฺระ- ดาน- ชะ- นวน
กระดานชนวน	กฺร̄ะ- ดาน- ชะ- นวน
กระดานดำ	กฺระ- ดาน- ดำ
กระดานถีบ	กฺระ- ดาน- ถีบ
กระดานลื่น	กฺระ- ดาน- ลื่น
กระดานลื่น	กฺร̄ะ- ดาน- ลื่น
กระดานหก	กฺระ- ดาน- หก
กระดานหก	กฺร̄ะ- ดาน- หก
กระดานหมากรุก	กฺระ- ดาน- หฺมาก- รุก
กระดานหมากรุก	กฺร̄ะ- ดาน- หฺมาก- รุก
กระดานโต้คลื่น	กฺระ- ดาน- โต้- คฺลื่น
กระดานไฟ	กฺระ- ดาน- ไฟ
กระดาษ	กฺระ- ดาด
กระดาษ	กฺร̄ะ- ดาด
กระดาษชำระ	กฺระ- ดาด- ชำ- ระ
กระดาษทราย	กฺระ- ดาด- ซาย
กระดาษทิชชู	กฺระ- ดาด- ทิด- ชู่
กระดาษเงินกระดาษทอง	กฺระ- ดาด- เงิน- กฺระ- ดาด- ทอง
กระดาษเช็ดปาก	กฺระ- ดาด- เช็ด- ปาก
กระดาษเช็ดปาก	กฺร̄ะ- ดาด- เช็ด- ปาก
กระดาษแก้ว	กฺระ- ดาด- แก้ว
กระดาษแข็ง	กฺระ- ดาด- แข็ง
กระดิก	กฺระ- ดิก
กระดิ่ง	กฺระ- ดิ่ง
กระดี่ได้น้ำ	กฺร- ดี่- ได้- น้าม
กระดุม	กฺระ- ดุม
กระดูก	กฺระ- ดูก
กระดูกค้อน	กฺระ- ดูก- ค้อน
กระดูกงู	กฺระ- ดูก- งู
กระดูกซี่โครง	กฺระ- ดูก- ซี่- โคฺรง
กระดูกต้นขา	กฺระ- ดูก- ต้น- ขา
กระดูกต้นแขน	กฺระ- ดูก- ต้น- แขน
กระดูกทั่ง	กฺระ- ดูก- ทั่ง
กระดูกน่อง	กฺระ- ดูก- น็่อง
กระดูกสะบัก	กฺระ- ดูก- สะ- บัก
กระดูกสันหลัง	กฺระ- ดูก- สัน- หฺลัง
กระดูกสันอก	กฺระ- ดูก- สัน- อก
กระดูกอ่อน	กฺระ- ดูก- อ่อน
กระดูกเชิงกราน	กฺระ- ดูก เชิง- กฺราน
กระดูกแข้ง	กฺระ- ดูก- แค็่ง
กระดูกโกลน	กฺระ- ดูก- โกฺลน
กระดูกโหนกแก้ม	กฺระ- ดูก- โหฺนก- แก้ม
กระดูกโอบอก	กฺระ- ดูก- โอบ- อก
กระดูกไหปลาร้า	กฺระ- ดูก- ไห- ปฺลา- ร้า
กระด้ง	กฺระ- ด้ง
กระด้าง	กฺระ- ด้าง
กระติก	กฺระ- ติก
กระตือรือร้น	กฺระ- ตือ- รือ- ร้น
กระตือรือล้น	กฺระ- ตือ- รือ- ล้น
กระตุก	กฺระ- ตุก
กระตุกหนวดเสือ	กฺระ- ตุก- หฺนวด- เสือ
กระตุ้น	กฺระ- ตุ้น
กระต่าย	กฺระ- ต่าย
กระต่ายป่า	กฺระ- ต่าย- ป่า
กระต่ายหมายจันทร์	กฺระ- ต่าย- หฺมาย- จัน
กระต๊อบ	กฺระ- ต็๊อบ
กระถาง	กฺระ- ถาง
กระถางดอกไม้	กฺระ- ถาง- ดอก- ม้าย
กระถางต้นไม้	กฺระ- ถาง- ต้น- ม้าย
กระทง	กฺระ- ทง
กระทบ	กฺระ- ทบ
กระทรวง	กฺระ- ซวง
กระทรวงศึกษาธิการ	กฺระ- ซวง- สึก- สา- ทิ- กาน
กระทะ	กฺระ- ทะ
กระทะทองแดง	กฺระ- ทะ- ทอง- แดง
กระทะใบบัว	กฺระ- ทะ- ไบ- บัว
กระทัดรัด	กฺระ- ทัด- รัด
กระทันหัน	กฺระ- ทัน- หัน
กระทา	กฺระ- ทา
กระทำ	กฺระ- ทำ
กระทิง	กฺระ- ทิง
กระทุง	กฺระ- ทุง
กระทู้	กฺระ- ทู้
กระท่อม	กฺระ- ท็่อม
กระท้อน	กฺระ- ท้อน
กระนั้น	กฺระ- นั้น
กระบถ	กฺระ- บด
กระบวน	กฺระ- บวน
กระบวนการ	กฺระ- บวน- กาน
กระบวนพิจารณา	กฺระ- บวน- พิ- จา- ระ- นา
กระบอก	กฺระ- บอก
กระบอกฉีดยา	กฺระ- บอก- ฉีด- ยา
กระบอกเสียง	กฺระ- บอก- เสียง
กระบอง	กฺระ- บอง
กระบองเพชร	กฺระ- บอง- เพ็ด
กระบะ	กฺระ- บะ
กระบะทราย	กฺระ- บะ- ซาย
กระบี่	กฺระ- บี่
กระบี่กระบอง	กฺระ- บี่- กฺระ- บอง
กระบือ	กฺระ- บือ
กระบุง	กฺระ- บุง
กระปรี้กระเปร่า	กฺระ- ปฺรี้- กฺระ- เปฺร่า
กระปี๋	กฺระ- ปี๋
กระปุก	กฺระ- ปุก
กระปุกหมู	กฺระ- ปุก- หฺมู
กระปุกออมสิน	กฺระ- ปุก- ออม- สิน
กระป๋อง	กฺระ- ป็๋อง
กระผม	กฺระ- ผม
กระพริบ	กฺระ- พฺริบ
กระพัง	กฺระ- พัง
กระพัน	กฺระ- พัน
กระมัง	กฺระ- มัง
กระยาง	กฺระ- ยาง
กระยาหาร	กฺระ- ยา- หาน
กระรอก	กฺระ- รอก
กระลาโหม	กฺระ- ลา- โหม
กระษัตร	กฺระ- สัด
กระษัตร	กฺระ- สัด- ตฺระ- 
กระษัตริย์	กฺระ- สัด
กระษัตรี	กฺระ- สัด- ตฺรี
กระสวน	กฺระ- สวน
กระสวย	กฺระ- สวย
กระสวยอวกาศ	กฺระ- สวย- อะ- วะ- กาด
กระสอบ	กฺระ- สอบ
กระสะ	กฺระ- สะ
กระสา	กฺระ- สา
กระสา	กฺร̄ะ- สา
กระสาบ	กฺระ- สาบ
กระสาย	กฺระ- สาย
กระสือ	กฺระ- สือ
กระสุน	กฺระ- สุน
กระหนก	กฺระ- หฺนก
กระหม่อม	กฺระ- หฺม็่อม
กระหรี่	กฺระ- หฺรี่
กระหล่ำ	กฺระ- หฺล่ำ
กระหวัด	กฺระ- หฺวัด
กระหาย	กฺระ- หาย
กระอัก	กฺระ- อัก
กระเจี๊ยบ	กฺระ- เจี๊ยบ
กระเจี๊ยว	กฺระ- เจี๊ยว
กระเชา	กฺระ- เชา
กระเซิง	กฺระ- เซิง
กระเซ็น	กฺระ- เซ็น
กระเดือก	กฺระ- เดือก
กระเด็น	กฺระ- เด็น
กระเต็น	กฺระ- เต็น
กระเทย	กฺระ- เทย
กระเทียม	กฺระ- เทียม
กระเบน	กฺระ- เบน
กระเบื้อง	กฺระ- เบื้อง
กระเป๋า	กฺระ- เป๋า
กระเป๋าตังค์	กฺระ- เป๋า- ตัง
กระเป๋าธนบัตร	กฺระ- เป๋า- ทะ- นะ- บัด
กระเป๋าสตางค์	กฺระ- เป๋า- สะ- ตาง
กระเป๋าเงิน	กฺระ- เป๋า- เงิ็น
กระเป๋าเดินทาง	กฺระ- เป๋า- เดิน- ทาง
กระเพรา	กฺระ- เพฺรา
กระเพา	กฺระ- เพา
กระเพาะ	กฺระ- เพาะ
กระเพาะปัสสาวะ	กฺระ- เพาะ- ปัด- สา- วะ
กระเพาะพัก	กฺระ- เพาะ- พัก
กระเพาะอาหาร	กฺระ- เพาะ- อา- หาน
กระเรียน	กฺระ- เรียน
กระเหรี่ยง	กฺระ- เหฺรี่ยง
กระแต	กฺระ- แต
กระแทก	กฺระ- แทก
กระแส	กฺระ- แส
กระแสไฟฟ้า	กฺระ- แส- ไฟ- ฟ้า
กระโจม	กฺระ- โจม
กระโจมไฟ	กฺระ- โจม- ไฟ
กระโชก	กฺระ- โชก
กระโดด	กฺระ- โดด
กระโดดร่ม	กฺระ- โดด- ร่ม
กระโถน	กฺระ- โถน
กระโทง	กฺระ- โทง
กระโปรง	กฺระ- โปฺรง
กระได	กฺระ- ได
กรัง	กฺรัง
กรัม	กฺรัม
กราด	กฺราด
กราบ	กฺราบ
กราฟ	กฺร๊าฟ
กราฟ	กฺร๊าบ
กราม	กฺราม
กริช	กฺริด
กรินทร์	กะ- ริน
กริยา	กฺริ- ยา
กริยา	กะ- ริ- ยา
กริยาช่วย	กฺริ- ยา- ช่วย
กริยาช่วย	กะ- ริ- ยา- ช่วย
กริยานุเคราะห์	กฺริ- ยา- นุ- เคฺราะ
กริยานุเคราะห์	กะ- ริ- ยา- นุ- เคฺราะ
กริยาวิเศษณานุประโยค	กฺริ- ยา- วิ- เส- สะ- นา- นุ- ปฺระ- โหฺยก
กริยาวิเศษณานุประโยค	กะ- ริ- ยา- วิ- เส- สะ- นา- นุ- ปฺระ- โหฺยก
กริยาวิเศษณ์	กฺริ- ยา- วิ- เสด
กริยาวิเศษณ์	กะ- ริ- ยา- วิ- เสด
กริ่ง	กฺริ่ง
กริ่งเกรง	กฺริ่ง- เกฺรง
กริ้ว	กฺริ้ว
กรี	กะ- รี
กรี	กฺรี
กรีก	กฺรีก
กรีซ	กฺรีส
กรีซ	กฺรี๊ส
กรีด	กฺรีด
กรีนแลนด์	กฺรีน- แลน
กรุง	กฺรุง
กรุงเขมา	กฺรุง- ขะ- เหฺมา
กรุงเทพ	กฺรุง- เทบ
กรุงเทพมหานคร	กฺรุง- เทบ- มะ- หา- นะ- คอน
กรุงเทพฯ	กฺรุง- เทบ
กรุงเฮก	กฺรุง- เฮ็้ก
กรุณา	กะ- รุ- นา
กรุ่น	กฺรุ่น
กรู	กฺรู
กรูม	กฺรูม
กร่อน	กฺร็่อน
กร่อย	กฺร็่อย
กร่าง	กฺร่าง
กฤดีกา	กฺริ- ดี- กา
กฤตยฎีกา	กฺริด- ตะ- ยะ- ดี- กา
กฤษฎีกา	กฺริด- สะ- ดี- กา
กฤษณา	กฺริด- สะ- หฺนา
กล	กน
กล	กน- ละ- 
กลฉ้อฉล	กน- ช่อ- ฉน
กลด	กฺลด
กลบ	กฺลบ
กลบบัตร	กฺลบ- บัด
กลบบัตรสุมเพลิง	กฺลบ- บัด- สุม- เพฺลิง
กลบบาตร	กฺลบ- บาด
กลบบาตรสุมเพลิง	กฺลบ- บาด- สุม- เพฺลิง
กลม	กฺลม
กลมกล่อม	กฺลม- กฺล็่อม
กลมเกลียว	กฺลม- เกฺลียว
กลวง	กฺลวง
กลวิธี	กน- ละ- วิ- ที
กลอง	กฺลอง
กลองชุด	กฺลอง- ชุด
กลองตุ้ม	กฺลอง- ตุ้ม
กลองทัด	กฺลอง- ทัด
กลองยาว	กฺลอง- ยาว
กลองสองหน้า	กฺลอง- สอง- น่า
กลองแขก	กฺลอง- แขก
กลอน	กฺลอน
กลอุบาย	กน- อุ- บาย
กลัด	กฺลัด
กลับ	กฺลับ
กลับคืน	กฺลับ- คืน
กลับตัว	กฺลับ- ตัว
กลับตาลปัตร	กฺลับ- ตา- ละ- ปัด
กลับลำ	กฺลับ- ลำ
กลับหลังหัน	กฺลับ- หฺลัง- หัน
กลับเนื้อกลับตัว	กฺลับ- เนื้อ- กฺลับ- ตัว
กลัว	กฺลัว
กลัวดอกพิกุลจะร่วง	กฺลัว- ดอก- พิ- กุน- จะ- ร่วง
กลัวเหมือนหนูกลัวแมว	กฺลัว- เหฺมือน- หฺนู- กฺลัว- แมว
กลั่น	กฺลั่น
กลั่นกรอง	กฺลั่น- กฺรอง
กลั้น	กฺลั้น
กลั้ว	กฺลั้ว
กลาก	กฺลาก
กลาง	กฺลาง
กลางคืน	กฺลาง- คืน
กลางวัน	กฺลาง- วัน
กลางแจ้ง	กฺลาง- แจ้ง
กลาบาต	กะ- ลา- บาด
กลาย	กฺลาย
กลายพันธุ์	กฺลาย- พัน
กลาโหม	กะ- ลา- โหม
กลาโหม	ก̄ะ- ลา- โหม
กลิ่น	กฺลิ่น
กลิ่นตัว	กฺลิ่น- ตัว
กลิ่นหอม	กฺลิ่น- หอม
กลิ้ง	กฺลิ้ง
กลิ้งเกลือก	กฺลิ้ง- เกฺลือก
กลีบ	กฺลีบ
กลีบดอก	กฺลีบ- ดอก
กลีบดอกไม้	กฺลีบ- ดอก- ม้าย
กลีบหิน	กฺลีบ- หิน
กลึง	กฺลึง
กลืน	กฺลืน
กลืนไม่เข้าคายไม่ออก	กฺลืน- ไม่- เข้า- คาย- ไม่- ออก
กลุ่ม	กฺลุ่ม
กลุ่มกระจุกดาราจักร	กฺลุ่ม- กฺระ- จุก- ดา- รา- จัก
กลุ่มดาว	กฺลุ่ม- ดาว
กลุ่มอาการ	กฺลุ่ม- อา- กาน
กลุ้ม	กฺลุ้ม
กลูโคส	กฺลู- โค้ด
กลเม็ด	กน- ละ- เม็ด
กลไก	กน- ไก
กล่อง	กฺล็่อง
กล่องดนตรี	กฺล็่อง- ดน- ตฺรี
กล่องดวงใจ	กฺล็่อง- ดวง- ไจ
กล่องดินสอ	กฺล่อง- ดิน- สอ
กล่องเสียง	กฺล็่อง- เสียง
กล่อม	กฺล็่อม
กล่าว	กฺล่าว
กล่าวหา	กฺล่าว- หา
กล้วย	กฺล้วย
กล้วยไม้	กฺล้วย- ม้าย
กล้อง	กฺล็้อง
กล้องจุลทรรศน์	กฺล็้อง- จุน- ละ- ทัด
กล้องจุลทรรศน์อิเล็กตรอน	กฺล็้อง- จุน- ละ- ทัด- อิ- เล็ก- ตฺร็อน
กล้องจุลทรรศน์อิเล็กตรอนชนิดส่องกราด	กฺล็้อง- จุน- ละ- ทัด- อิ- เล็ก- ตฺร็อน- ชะ- นิด- ส็่อง- กฺราด
กล้องจุลทรรศน์อิเล็กตรอนชนิดส่องผ่าน	กฺล็้อง- จุน- ละ- ทัด- อิ- เล็ก- ตฺร็อน- ชะ- นิด- ส็่อง- ผ่าน
กล้องดูดาว	กฺล้อง- ดู- ดาว
กล้องถ่ายภาพ	กฺล็้อง- ถ่าย- พาบ
กล้องถ่ายรูป	กฺล็้อง- ถ่าย- รูบ
กล้องยาสูบ	กฺล้อง- ยา- สูบ
กล้องยาเส้น	กฺล้อง- ยา- เซ่น
กล้องสนาม	กฺล้อง- สะ- หฺนาม
กล้องสองตา	กฺล้อง- สอง- ตา
กล้องโทรทรรศน์	กฺล็้อง- โท- ระ- ทัด
กล้า	กฺล้า
กล้าม	กฺล้าม
กล้ามเนื้อ	กฺล้าม- เนื้อ
กล้ามเนื้อหัวใจ	กฺล้าม- เนื้อ- หัว- ไจ
กล้ามเนื้อเรียบ	กฺล้าม- เนื้อ- เรียบ
กล้ามเนื้อโครงร่าง	กฺล้าม- เนื้อ- โคฺรง- ร่าง
กล้าย	กฺล้าย
กล้าหาญ	กฺล้า- หาน
กล้ำกลืน	กฺล้ำ- กฺลืน
กวยจั๊บ	กวย- จั๊บ
กวยจี๊	กวย- จี๊
กวัก	กฺวัก
กวาง	กฺวาง
กวางตุ้ง	กฺวาง- ตุ้ง
กวางมูส	กวาง- มูด
กวาด	กฺวาด
กวาดต้อน	กฺวาด- ต้อน
กวาดล้าง	กฺวาด- ล้าง
กวี	ก- วี
กวีนิพนธ์	กะ- วี- นิ- พน
กว้าง	กฺว้าง
กว้างใหญ่	กฺว้าง- ไหฺย่
กว้าน	กฺว้าน
กษัตร	กะ- สัด
กษัตร	กะ- สัด- ตฺระ- 
กษัตรา	กฺระ- สัด- ตฺรา
กษัตริย์	กะ- สัด
กษัตรี	กะ- สัด- ตฺรี
กษัตรีย์	กะ- สัด- ตฺรี
กษาปณ์	กะ- สาบ
กษีร	กะ- สี- ระ
กษีระ	กะ- สี- ระ
กษีรามพุ	กะ- สี- ราม- พุ
กษีรารณพ	กะ- สี- รา- ระ- นบ
กสิ	กะ- สิ
กสิกร	กะ- สิ- กอน
กสิกรรม	กะ- สิ- กัม
กองกำลัง	กอง- กำ- ลัง
กองทัพ	กอง- ทับ
กองทัพบก	กอง- ทับ- บก
กองทัพมด	กอง- ทับ- มด
กองทัพเดินด้วยท้อง	กอง- ทับ- เดิน- ด้วย- ท้อง
กองทัพเรือ	กอง- ทับ- เรือ
กองทุน	กอง- ทุน
กองพล	กอง- พน
กองมรดก	กอง- มอ- ร- ดก
กองหนุน	กอง- หฺนุน
กองเรือ	กอง- เรือ
กอดเก้าอี้	กอด- เก้า- อี้
กอปร	กอบ
กอริลลา	กอ- ริน- ล่า
กอริลลา	กอ- ริล- ล่า
กอลลัม	ก็อน- ล่ำ
กอล์ฟ	ก๊อบ
กอล์ฟ	ก๊อฟ
กะจั๊ว	กะ- จั๊ว
กะจั๊ว	กะ- จั๊วะ
กะตือรือร้น	กะ- ตือ- รือ- ร้น
กะตือรือล้น	กะ- ตือ- รือ- ล้น
กะทะ	กะ- ทะ
กะทัดรัด	กะ- ทัด- รัด
กะทันหัน	กะ- ทัน- หัน
กะทิ	กะ- ทิ
กะทิ	ก̄ะ- ทิ
กะบัง	กะ- บัง
กะบังลม	กะ- บัง- ลม
กะปิ	กะ- ปิ
กะพริบ	กะ- พฺริบ
กะพรุน	กะ- พฺรุน
กะรัง	กะ- รัง
กะรุน	กะ- รุน
กะละปังหา	กะ- ละ- ปัง- หา
กะละแม	กะ- ละ- แม
กะลา	กะ- ลา
กะลาธิปไตย	กะ- ลา- ทิ- ปะ- ไต
กะลาสี	กะ- ลา- สี
กะลาแลนด์	กะ- ลา- แลน
กะลาโหม	กะ- ลา- โหม
กะหรี่	กะ- หฺรี่
กะหรี่ปั๊บ	กะ- หฺรี่- ปั๊บ
กะหล่ำ	กะ- หฺล่ำ
กะหล่ำดาว	กะ- หฺล่ำ- ดาว
กะหล่ำปลี	กะ- หฺล่ำ- ปฺลี
กะเทย	กะ- เทย
กะเพรา	กะ- เพฺรา
กะเรียน	กะ- เรียน
กะเหรี่ยง	กะ- เหฺรี่ยง
กะเอว	กะ- เอว
กะโถน	กะ- โถน
กะโหลก	กะ- โหฺลก
กะได	กะ- ได
กักกัน	กัก- กัน
กักขฬะ	กัก- ขะ- หฺละ
กักขัง	กัก- ขัง
กังฉิน	กัง- ฉิน
กังฟู	กัง- ฟู
กังวล	กัง- วน
กังวาน	กัง- วาน
กังหัน	กัง- หัน
กังหันน้ำ	กัง- หัน- น้าม
กังหันลม	กัง- หัน- ลม
กังหันไอน้ำ	กัง- หัน- ไอ- น้าม
กังไส	กัง- ไส
กัญชา	กัน- ชา
กัณฑ์	กัน
กัดกร่อน	กัด- กฺร็่อน
กันกระสุน	กัน- กฺระ- สุน
กันชน	กัน- ชน
กันดาร	กัน- ดาน
กันดาร	กัน- ดาน- 
กันดาร	กัน- ดา- ระ- 
กันดารวิถี	กัน- ดา- ระ- วิ- ถี
กันดารวิถี	กัน- ดาน- วิ- ถี
กันดาล	กัน- ดาน
กันตรึม	กัน- ตฺรึม
กันนฑะ	กัน- น- ทะ
กันยา	กัน- ยา
กันยายน	กัน- ยา- ยน
กันย์	กัน
กันสาด	กัน- สาด
กันและกัน	กัน- และ- กัน
กับข้าว	กับ- ข้าว
กับดัก	กับ- ดัก
กับระเบิด	กับ- ระ- เบิด
กับแกล้ม	กับ- แกฺล้ม
กัมพูชา	กำ- พู- ชา
กัมพูชาธิบดี	กำ- พู- ชา- ทิ- บอ- ดี
กัมพูชาธิบดี	กำ- พู- ชา- ทิบ- บอ- ดี
กัลบก	กัน- ละ- บก
กัลปังหา	กัน- ละ- ปัง- หา
กัลปาวสาน	กัน- ละ- ปา- วะ- สาน
กัลยาณี	กัน- ละ- ยา- นี
กัวลาลัมเปอร์	กัว- ลา- ลัม- เปอ
กัวเตมาลา	กัว- เต- มา- ลา
กัศมีร์	กัด- สะ- หฺมี
กาก	กา- กะ- 
กากกะรุน	กาก- กะ- รุน
กากน้ำตาล	กาก- น้าม- ตาน
กากบาท	กา- กะ- บาด
กากรุน	กาก- รุน
กากี	กา- กี
กากเพชร	กาก- เพ็ด
กางเกง	กาง- เกง
กางเกงขาสั้น	กาง- เกง- ขา- สั้น
กางเกงใน	กาง- เกง- ไน
กางเขน	กาง- เขน
กาชาด	กา- ชาด
กาญจนบุรี	กาน- จะ- นะ- บุ- รี
กาญจนบุรี	กาน- บุ- รี
กาญจนาภิเษก	กาน- จะ- นา- พิ- เสก
กาฐมาณฑุ	กาด- มาน- ดุ
กาตาร์	กา- ต้า
กาตาลุญญา	กา- ตา- ลุน- ย่า
กานต์	กาน
กานท์	กาน
กานพลู	กาน- พฺลู
กานา	กา- น่า
กาบหอยแครง	กาบ- ห็อย- แคฺรง
กาบอง	กา- บ็อง
กาบูเวร์ดี	กา- บู- เว- ดี
กาฝาก	กา- ฝาก
กามโรค	กาม- มะ- โรก
กาย	กาย
กาย	กาย- ยะ- 
กายกรรม	กาย- ยะ- กำ
กายวิภาคศาสตร์	กาย- วิ- พาก- คะ- สาด
กายอานา	กาย- อา- น่า
การ	กาน
การก	กา- รก
การกด	กาน- กด
การกบฏ	กาน- กะ- บด
การกรรโชก	กาน- กัน- โชก
การกรอก	กาน- กฺรอก
การกรอง	กาน- กฺรอง
การกระจัด	กาน- กฺระ- จัด
การกระทำ	กาน- กฺระ- ทำ
การกระพริบ	กาน- กฺระ- พฺริบ
การกระโชก	กาน- กฺระ- โชก
การกราบ	กาน- กฺราบ
การกลัวดอกพิกุลจะร่วง	กาน- กฺลัว- ดอก- พิ- กุน- จะ- ร่วง
การกลายพันธุ์	กาน- กฺลาย- พัน
การกลืน	กาน- กฺลืน
การกอด	กาน- กอด
การกะ	กาน- กะ
การกะพริบ	กาน- กะ- พฺริบ
การกักกัน	กาน- กัก- กัน
การกัด	กาน- กัด
การกัดกร่อน	กาน- กัด- กฺร็่อน
การกำกับ	กาน- กำ- กับ
การกำราบ	กาน- กำ- หฺราบ
การกำหนด	กาน- กำ- หฺนด
การกิน	กาน- กิน
การกินเด็ก	กาน- กิน- เด็ก
การกินใจ	กาน- กิน- ไจ
การกีดขวาง	กาน- กีด- ขฺวาง
การก่อการร้าย	กาน- ก่อ- กาน- ร้าย
การก่อสร้าง	กาน- ก่อ- ซ่าง
การขอทาน	กาน- ขอ- ทาน
การขัดกันด้วยอาวุธ	กาน- ขัด- กัน- ด้วย- อา- วุด
การขัดกันแห่งผลประโยชน์	กาน- ขัด- กัน- แห็่ง- ผน- ปฺระ- โหฺยด
การขัดขวาง	กาน- ขัด- ขฺวาง
การขัดแย้ง	กาน- ขัด- แย้ง
การขัน	กาน- ขัน
การขาย	กาน- ขาย
การขำ	กาน- ขำ
การขี้	กาน- คี่
การขุด	กาน- ขุด
การขโมย	กาน- ขะ- โมย
การข่มขืน	กาน- ข่ม- ขืน
